0,55,15.28,1
0,50,29.17,2
0,55,44.44,3
0,50,58.33,4
0,55,73.61,5
0,60,90.28,6
0,65,108.33,7
0,60,125.00,8
0,55,140.28,9
0,60,156.94,10
0,55,172.22,11
0,50,186.11,12
0,55,201.39,13
0,60,218.06,14
0,55,233.33,15
0,50,247.22,16
0,45,259.72,17
0,50,273.61,18
0,55,288.89,19
0,50,302.78,20
0,45,315.28,21
0,50,329.17,22
0,55,344.44,23
0,50,358.33,24
0,55,373.61,25
0,50,387.50,26
0,45,400.00,27
0,50,413.89,28
0,45,426.39,29
0,40,437.50,30
0,45,450.00,31
0,40,461.11,32
0,45,473.61,33
0,50,487.50,34
0,45,500.00,35
0,40,511.11,36
0,35,520.83,37
0,40,531.94,38
0,45,544.44,39
0,50,558.33,40
0,55,573.61,41
0,60,590.28,42
0,65,608.33,43
0,70,627.78,44
0,75,648.61,45
0,80,670.83,46
0,75,691.67,47
0,70,711.11,48
0,75,731.94,49
0,70,751.39,50
0,75,772.22,51
0,80,794.44,52
0,75,815.28,53
0,80,837.50,54
0,85,861.11,55
0,80,883.33,56
0,75,904.17,57
0,70,923.61,58
0,75,944.44,59
0,80,966.67,60
0,75,987.50,61
0,80,1009.72,62
0,85,1033.33,63
0,90,1058.33,64
0,85,1081.94,65
0,90,1106.94,66
0,95,1133.33,67
0,90,1158.33,68
0,95,1184.72,69
0,90,1209.72,70
0,85,1233.33,71
0,80,1255.56,72
0,85,1279.17,73
0,90,1304.17,74
0,95,1330.56,75
0,100,1358.33,76
0,100,1386.11,77
0,95,1412.50,78
0,100,1440.28,79
0,100,1468.06,80
0,95,1494.44,81
0,100,1522.22,82
0,95,1548.61,83
0,90,1573.61,84
0,95,1600.00,85
0,100,1627.78,86
0,100,1655.56,87
0,95,1681.94,88
0,100,1709.72,89
0,100,1737.50,90
0,95,1763.89,91
0,100,1791.67,92
0,95,1818.06,93
0,90,1843.06,94
0,95,1869.44,95
0,100,1897.22,96
0,95,1923.61,97
0,100,1951.39,98
0,95,1977.78,99
0,100,2005.56,100
1,45,12.50,1
1,50,26.39,2
1,45,38.89,3
1,40,50.00,4
1,35,59.72,5
1,40,70.83,6
1,35,80.56,7
1,40,91.67,8
1,45,104.17,9
1,50,118.06,10
1,45,130.56,11
1,50,144.44,12
1,55,159.72,13
1,60,176.39,14
1,65,194.44,15
1,70,213.89,16
1,65,231.94,17
1,70,251.39,18
1,75,272.22,19
1,70,291.67,20
1,65,309.72,21
1,70,329.17,22
1,65,347.22,23
1,70,366.67,24
1,65,384.72,25
1,70,404.17,26
1,65,422.22,27
1,60,438.89,28
1,65,456.94,29
1,70,476.39,30
1,75,497.22,31
1,80,519.44,32
1,75,540.28,33
1,80,562.50,34
1,85,586.11,35
1,80,608.33,36
1,75,629.17,37
1,70,648.61,38
1,75,669.44,39
1,80,691.67,40
1,85,715.28,41
1,80,737.50,42
1,85,761.11,43
1,80,783.33,44
1,85,806.94,45
1,90,831.94,46
1,95,858.33,47
1,90,883.33,48
1,95,909.72,49
1,100,937.50,50
1,100,965.28,51
1,100,993.06,52
1,100,1020.83,53
1,100,1048.61,54
1,100,1076.39,55
1,95,1102.78,56
1,100,1130.56,57
1,100,1158.33,58
1,100,1186.11,59
1,95,1212.50,60
1,100,1240.28,61
1,100,1268.06,62
1,100,1295.83,63
1,100,1323.61,64
1,100,1351.39,65
1,100,1379.17,66
1,100,1406.94,67
1,95,1433.33,68
1,90,1458.33,69
1,95,1484.72,70
1,90,1509.72,71
1,95,1536.11,72
1,100,1563.89,73
1,95,1590.28,74
1,90,1615.28,75
1,95,1641.67,76
1,100,1669.44,77
1,95,1695.83,78
1,90,1720.83,79
1,85,1744.44,80
1,80,1766.67,81
1,75,1787.50,82
1,80,1809.72,83
1,75,1830.56,84
1,80,1852.78,85
1,85,1876.39,86
1,80,1898.61,87
1,85,1922.22,88
1,90,1947.22,89
1,95,1973.61,90
1,90,1998.61,91
1,85,2022.22,92
1,80,2044.44,93
1,75,2065.28,94
1,80,2087.50,95
1,85,2111.11,96
1,90,2136.11,97
1,85,2159.72,98
1,90,2184.72,99
1,95,2211.11,100
